WallArea,RoofArea,OverallHeight,GlazingArea,HeatingLoad
0.285714285714286,0.333333333333333,7,1,32.12
0.285714285714286,0.333333333333333,7,1,32.05
0.285714285714286,0.333333333333333,7,1,31.84
0.428571428571429,0.333333333333333,7,1,28.67
0.428571428571429,0.333333333333333,7,1,29.67
0.428571428571429,0.333333333333333,7,1,29.47
0.428571428571429,0.333333333333333,7,1,28.91
0.571428571428571,0.333333333333333,7,1,41.26
0.571428571428571,0.333333333333333,7,1,41.3
0.571428571428571,0.333333333333333,7,1,42.49
0.571428571428571,0.333333333333333,7,1,42.08
1,0.111111111111111,7,1,39.32
1,0.111111111111111,7,1,39.84
1,0.111111111111111,7,1,38.89
1,0.111111111111111,7,1,39.68
0,1,3.5,1,13.97
0,1,3.5,1,14.22
0,1,3.5,1,14.1
0,1,3.5,1,13.78
0.142857142857143,1,3.5,1,14.07
0.142857142857143,1,3.5,1,14.03
0.142857142857143,1,3.5,1,13.94
0.142857142857143,1,3.5,1,13.86
0.285714285714286,1,3.5,1,14.32
0.285714285714286,1,3.5,1,14.56
0.285714285714286,1,3.5,1,14.33
0.285714285714286,1,3.5,1,14.08
0.428571428571429,1,3.5,1,15.16
0.428571428571429,1,3.5,1,15.18
0.428571428571429,1,3.5,1,14.72
0.428571428571429,1,3.5,1,14.9
0.571428571428571,1,3.5,1,18.48
0.571428571428571,1,3.5,1,18.71
0.571428571428571,1,3.5,1,18.48
0.571428571428571,1,3.5,1,18.46
0.714285714285714,1,3.5,1,16.47
0.714285714285714,1,3.5,1,16.35
0.714285714285714,1,3.5,1,16.55
0.714285714285714,1,3.5,1,16.74
0.285714285714286,0,7,1,32.85
0.285714285714286,0,7,1,32.67
0.285714285714286,0,7,1,32.21
0.285714285714286,0,7,1,32.74
0.428571428571429,0.111111111111111,7,1,36.45
0.428571428571429,0.111111111111111,7,1,35.73
0.428571428571429,0.111111111111111,7,1,35.4
0.428571428571429,0.111111111111111,7,1,36.57
0.285714285714286,0.333333333333333,7,1,32.38
0.285714285714286,0.333333333333333,7,1,31.66
0.285714285714286,0.333333333333333,7,1,32.15
0.285714285714286,0.333333333333333,7,1,32.75
0.428571428571429,0.333333333333333,7,1,28.93
0.428571428571429,0.333333333333333,7,1,28.05
0.428571428571429,0.333333333333333,7,1,28.64
0.428571428571429,0.333333333333333,7,1,29.52
0.571428571428571,0.333333333333333,7,1,42.77
0.571428571428571,0.333333333333333,7,1,41.73
0.571428571428571,0.333333333333333,7,1,41.32
0.571428571428571,0.333333333333333,7,1,42.96
1,0.111111111111111,7,1,40.68
1,0.111111111111111,7,1,40.4
1,0.111111111111111,7,1,40.6
1,0.111111111111111,7,1,40.11
0,1,3.5,1,14.37
0,1,3.5,1,14.48
0,1,3.5,1,14.32
0,1,3.5,1,14.44
0.142857142857143,1,3.5,1,14.6
0.142857142857143,1,3.5,1,14.7
0.142857142857143,1,3.5,1,14.47
0.142857142857143,1,3.5,1,14.66
0.285714285714286,1,3.5,1,14.54
0.285714285714286,1,3.5,1,14.62
0.285714285714286,1,3.5,1,14.53
0.285714285714286,1,3.5,1,14.71
0.428571428571429,1,3.5,1,15.34
0.428571428571429,1,3.5,1,15.29
0.428571428571429,1,3.5,1,15.09
0.428571428571429,1,3.5,1,15.3
0.571428571428571,1,3.5,1,19.06
0.571428571428571,1,3.5,1,19.13
0.571428571428571,1,3.5,1,19
0.571428571428571,1,3.5,1,18.84
0.714285714285714,1,3.5,1,16.44
0.714285714285714,1,3.5,1,16.9
0.714285714285714,1,3.5,1,16.94
0.714285714285714,1,3.5,1,16.77
0.285714285714286,0,7,1,32.84
0.285714285714286,0,7,1,32.72
0.285714285714286,0,7,1,32.21
0.285714285714286,0,7,1,32.73
0.428571428571429,0.111111111111111,7,1,35.67
0.428571428571429,0.111111111111111,7,1,35.01
0.428571428571429,0.111111111111111,7,1,34.72
0.428571428571429,0.111111111111111,7,1,35.24
0.285714285714286,0.333333333333333,7,1,32.31
0.285714285714286,0.333333333333333,7,1,31.81
0.285714285714286,0.333333333333333,7,1,31.12
0.285714285714286,0.333333333333333,7,1,32.06
0.428571428571429,0.333333333333333,7,1,30
0.428571428571429,0.333333333333333,7,1,29.5
0.428571428571429,0.333333333333333,7,1,29.06
0.428571428571429,0.333333333333333,7,1,29.92
0.571428571428571,0.333333333333333,7,1,42.11
0.571428571428571,0.333333333333333,7,1,41.96
0.571428571428571,0.333333333333333,7,1,41.09
0.571428571428571,0.333333333333333,7,1,40.79
1,0.111111111111111,7,1,38.82
1,0.111111111111111,7,1,39.72
1,0.111111111111111,7,1,39.31
1,0.111111111111111,7,1,39.86
0,1,3.5,1,14.41
0,1,3.5,1,14.19
0,1,3.5,1,14.17
0,1,3.5,1,14.39
0.142857142857143,1,3.5,1,12.43
0.142857142857143,1,3.5,1,12.63
0.142857142857143,1,3.5,1,12.76
0.142857142857143,1,3.5,1,12.42
0.285714285714286,1,3.5,1,14.12
0.285714285714286,1,3.5,1,14.28
0.285714285714286,1,3.5,1,14.37
0.285714285714286,1,3.5,1,14.21
0.428571428571429,1,3.5,1,14.96
0.428571428571429,1,3.5,1,14.92
0.428571428571429,1,3.5,1,14.92
0.428571428571429,1,3.5,1,15.16
0.571428571428571,1,3.5,1,17.69
0.571428571428571,1,3.5,1,18.19
0.571428571428571,1,3.5,1,18.16
0.571428571428571,1,3.5,1,17.88
0.714285714285714,1,3.5,1,16.54
0.714285714285714,1,3.5,1,16.44
0.714285714285714,1,3.5,1,16.48
0.714285714285714,1,3.5,1,16.64
